User ID,Time of Attempt,Authentication Method,Success/Failure,IP Address,Location,Device,Fraudulent
user_872,2024-08-11 21:41:23.633533,otp,True,47.89.78.172,London,mobile,False
user_865,2024-08-05 21:41:23.633543,biometric,True,3.103.170.207,Paris,desktop,False
user_653,2024-07-19 21:41:23.633596,password,True,101.29.179.27,San Francisco,desktop,False
user_166,2024-08-01 21:41:23.633611,biometric,True,52.124.145.213,New York,mobile,False
user_856,2024-07-29 21:41:23.633622,password,True,86.254.210.23,New York,desktop,False
user_621,2024-07-18 21:41:23.633632,biometric,True,55.53.223.64,Paris,tablet,False
user_839,2024-07-30 21:41:23.633642,otp,True,213.87.132.8,Berlin,desktop,False
user_61,2024-07-27 21:41:23.633651,password,True,67.254.19.40,San Francisco,tablet,False
user_117,2024-08-03 21:41:23.633662,otp,False,137.107.80.106,Berlin,tablet,True
user_763,2024-08-09 21:41:23.633673,biometric,True,178.185.3.153,London,mobile,False
user_310,2024-07-29 21:41:23.633684,otp,True,255.114.125.23,Berlin,mobile,False
user_856,2024-07-21 21:41:23.633695,biometric,True,155.113.98.243,Berlin,mobile,False
user_901,2024-07-28 21:41:23.633706,otp,True,78.32.210.108,London,mobile,False
user_715,2024-07-23 21:41:23.633717,password,True,154.118.61.93,London,tablet,False
user_98,2024-08-06 21:41:23.633728,otp,True,16.91.31.158,Paris,tablet,False
user_146,2024-07-25 21:41:23.633740,password,True,225.151.145.55,San Francisco,desktop,False
user_331,2024-07-30 21:41:23.633750,otp,True,27.158.70.72,Paris,desktop,False
user_775,2024-07-14 21:41:23.633765,biometric,False,163.34.157.36,San Francisco,desktop,True
user_130,2024-07-15 21:41:23.633776,biometric,True,29.48.150.98,Paris,mobile,False
user_537,2024-07-13 21:41:23.633787,otp,True,68.42.159.74,Paris,desktop,False
user_379,2024-08-08 21:41:23.633798,otp,True,64.193.233.227,Paris,tablet,False
user_603,2024-07-25 21:41:23.633810,password,True,16.234.190.148,Paris,mobile,False
user_936,2024-07-23 21:41:23.633820,password,True,161.167.183.186,San Francisco,mobile,False
user_43,2024-08-06 21:41:23.633830,biometric,True,16.37.180.233,Berlin,mobile,False
user_957,2024-07-21 21:41:23.633842,biometric,True,243.247.172.103,London,mobile,False
user_234,2024-07-31 21:41:23.633853,otp,False,86.148.117.107,London,mobile,True
user_25,2024-08-08 21:41:23.633864,biometric,False,47.118.159.202,New York,desktop,True
user_871,2024-07-21 21:41:23.633875,password,True,54.14.18.106,London,mobile,False
user_305,2024-07-23 21:41:23.633889,otp,True,177.246.32.184,New York,tablet,False
user_732,2024-08-05 21:41:23.633900,biometric,True,188.160.194.38,Berlin,desktop,False
user_640,2024-07-15 21:41:23.633911,biometric,True,153.218.183.202,Berlin,mobile,False
user_637,2024-08-03 21:41:23.633922,otp,False,88.56.101.171,Paris,tablet,True
user_715,2024-07-25 21:41:23.633933,otp,False,96.193.215.159,Berlin,tablet,True
user_256,2024-08-06 21:41:23.633949,password,True,50.98.212.41,San Francisco,mobile,False
user_919,2024-07-13 21:41:23.633960,biometric,False,64.127.86.27,Paris,tablet,True
user_328,2024-07-25 21:41:23.633971,password,True,41.131.22.114,London,desktop,False
user_497,2024-07-22 21:41:23.633983,otp,True,187.24.62.159,New York,tablet,False
user_714,2024-07-28 21:41:23.633994,biometric,True,173.2.126.48,Berlin,tablet,False
user_204,2024-07-26 21:41:23.634005,password,False,154.198.143.202,San Francisco,mobile,True
user_838,2024-08-08 21:41:23.634016,password,True,30.25.85.194,San Francisco,tablet,False
user_950,2024-07-28 21:41:23.634027,password,True,150.238.196.214,Paris,mobile,False
user_423,2024-07-13 21:41:23.634037,otp,True,218.94.17.115,San Francisco,desktop,False
user_450,2024-07-29 21:41:23.634048,password,True,194.190.225.215,Paris,tablet,False
user_203,2024-07-31 21:41:23.634058,biometric,True,62.32.90.106,New York,tablet,False
user_230,2024-07-15 21:41:23.634069,password,True,32.218.229.203,New York,desktop,False
user_266,2024-08-05 21:41:23.634080,otp,False,139.172.138.187,New York,desktop,True
user_209,2024-07-12 21:41:23.634100,biometric,True,216.215.30.43,San Francisco,desktop,False
user_440,2024-07-17 21:41:23.634112,password,True,204.176.221.247,San Francisco,mobile,False
user_799,2024-08-03 21:41:23.634122,otp,True,201.18.141.233,Paris,tablet,False
user_265,2024-07-24 21:41:23.634132,otp,True,26.136.83.119,Paris,mobile,False
user_214,2024-07-12 21:41:23.634142,biometric,True,245.4.132.136,Paris,mobile,False
user_748,2024-08-01 21:41:23.634153,otp,True,169.230.39.244,Paris,tablet,False
user_363,2024-08-03 21:41:23.634163,password,True,192.215.203.182,London,desktop,False
user_184,2024-08-10 21:41:23.634173,password,True,159.231.107.45,San Francisco,desktop,False
user_858,2024-07-19 21:41:23.634184,password,False,79.59.157.8,Paris,tablet,True
user_202,2024-07-15 21:41:23.634195,otp,True,64.54.245.225,San Francisco,tablet,False
user_209,2024-08-10 21:41:23.634205,otp,True,89.69.153.155,Paris,tablet,False
user_26,2024-08-01 21:41:23.634215,otp,True,140.201.131.45,New York,desktop,False
user_469,2024-07-30 21:41:23.634226,otp,False,146.164.216.58,London,mobile,True
user_464,2024-07-12 21:41:23.634239,otp,True,191.198.78.27,San Francisco,tablet,False
user_546,2024-08-07 21:41:23.634251,biometric,True,102.108.13.82,New York,tablet,False
user_245,2024-08-02 21:41:23.634261,password,False,218.53.207.109,San Francisco,mobile,True
user_223,2024-07-30 21:41:23.634272,password,False,51.133.49.115,New York,mobile,True
user_654,2024-08-01 21:41:23.634281,password,False,130.246.212.165,New York,desktop,True
user_135,2024-07-27 21:41:23.634292,password,True,66.223.45.156,London,tablet,False
user_877,2024-08-05 21:41:23.634303,password,True,38.120.221.175,New York,desktop,False
user_900,2024-07-25 21:41:23.634314,biometric,True,202.86.240.78,Paris,desktop,False
user_75,2024-07-17 21:41:23.634325,otp,True,42.200.153.229,Berlin,mobile,False
user_812,2024-08-09 21:41:23.634337,otp,True,205.197.169.123,Paris,mobile,False
user_784,2024-08-02 21:41:23.634348,otp,True,19.147.179.237,San Francisco,tablet,False
user_945,2024-07-27 21:41:23.634361,biometric,True,133.235.86.109,San Francisco,desktop,False
user_704,2024-08-06 21:41:23.634372,password,True,120.178.218.200,London,desktop,False
user_794,2024-07-18 21:41:23.634383,otp,True,129.211.23.164,New York,mobile,False
user_818,2024-08-09 21:41:23.634394,biometric,True,124.128.14.120,New York,tablet,False
user_566,2024-08-11 21:41:23.634405,biometric,True,76.236.246.235,New York,mobile,False
user_664,2024-08-11 21:41:23.634417,biometric,True,184.116.237.242,London,mobile,False
user_206,2024-08-09 21:41:23.634427,password,True,207.156.202.118,San Francisco,mobile,False
user_236,2024-07-30 21:41:23.634438,password,True,98.227.127.54,San Francisco,desktop,False
user_104,2024-07-26 21:41:23.634449,otp,True,184.173.14.94,Paris,tablet,False
user_261,2024-07-26 21:41:23.634461,password,True,136.121.37.183,San Francisco,desktop,False
user_254,2024-08-10 21:41:23.634472,biometric,True,182.122.125.144,Paris,desktop,False
user_969,2024-07-17 21:41:23.634484,otp,True,135.157.124.50,San Francisco,desktop,False
user_4,2024-08-02 21:41:23.634495,otp,True,230.206.222.96,Paris,mobile,False
user_166,2024-07-13 21:41:23.634505,otp,True,91.75.57.161,Paris,tablet,False
user_964,2024-07-12 21:41:23.634516,otp,True,19.35.151.119,Berlin,desktop,False
user_925,2024-07-17 21:41:23.634527,password,True,58.107.152.203,New York,desktop,False
user_235,2024-08-05 21:41:23.634537,password,True,167.56.118.88,New York,mobile,False
user_772,2024-07-12 21:41:23.634547,otp,True,17.206.190.189,Berlin,desktop,False
user_12,2024-07-25 21:41:23.634559,password,True,97.60.162.22,Berlin,mobile,False
user_145,2024-07-24 21:41:23.634571,biometric,False,229.11.40.137,Paris,mobile,True
user_3,2024-07-23 21:41:23.634583,biometric,True,2.98.165.232,Berlin,desktop,False
user_356,2024-08-01 21:41:23.634596,biometric,True,85.224.130.27,San Francisco,tablet,False
user_512,2024-07-28 21:41:23.634607,password,True,77.17.247.90,San Francisco,desktop,False
user_350,2024-08-10 21:41:23.634618,otp,True,23.79.101.79,Paris,tablet,False
user_946,2024-07-26 21:41:23.634629,password,False,42.156.57.167,Paris,tablet,True
user_66,2024-07-21 21:41:23.634641,otp,True,132.209.101.8,Paris,mobile,False
user_246,2024-07-22 21:41:23.634652,otp,True,237.155.217.10,San Francisco,mobile,False
user_321,2024-08-07 21:41:23.634663,password,True,99.216.105.207,Paris,tablet,False
user_63,2024-08-04 21:41:23.634675,password,False,33.197.169.18,New York,desktop,True
user_997,2024-08-09 21:41:23.634686,biometric,True,245.150.136.129,Berlin,tablet,False
user_446,2024-07-20 21:41:23.634697,biometric,True,33.43.34.134,San Francisco,mobile,False
user_898,2024-07-30 21:41:23.634709,password,True,53.1.74.232,San Francisco,mobile,False
user_327,2024-07-29 21:41:23.634721,otp,True,203.203.17.91,Berlin,tablet,False
user_317,2024-08-10 21:41:23.634735,password,True,179.4.44.27,Paris,tablet,False
user_518,2024-08-04 21:41:23.634745,otp,True,21.64.168.234,Berlin,mobile,False
user_115,2024-08-06 21:41:23.634757,otp,True,18.133.66.230,New York,desktop,False
user_593,2024-07-20 21:41:23.634768,otp,False,23.232.48.190,Berlin,tablet,True
user_856,2024-07-27 21:41:23.634780,otp,True,230.98.118.66,Berlin,mobile,False
user_570,2024-08-08 21:41:23.634792,biometric,True,59.83.130.30,London,mobile,False
user_272,2024-07-22 21:41:23.634804,password,True,6.237.252.121,San Francisco,tablet,False
user_823,2024-07-14 21:41:23.634816,password,True,162.49.122.152,London,mobile,False
user_403,2024-07-26 21:41:23.634835,otp,True,59.184.255.40,Paris,desktop,False
user_284,2024-08-06 21:41:23.634846,biometric,False,207.112.116.238,San Francisco,tablet,True
user_149,2024-07-27 21:41:23.634858,biometric,False,144.200.84.253,New York,tablet,True
user_799,2024-07-24 21:41:23.634871,otp,True,195.222.28.135,London,tablet,False
user_537,2024-08-07 21:41:23.634883,biometric,True,238.71.201.138,New York,mobile,False
user_641,2024-07-19 21:41:23.634895,password,True,251.205.3.231,Berlin,desktop,False
user_804,2024-08-04 21:41:23.634907,password,True,77.89.250.183,Paris,mobile,False
user_466,2024-07-20 21:41:23.634919,biometric,True,101.208.232.117,Berlin,mobile,False
user_305,2024-07-29 21:41:23.634930,biometric,False,107.74.102.168,Paris,tablet,True
user_190,2024-07-14 21:41:23.634941,biometric,True,194.243.216.244,San Francisco,tablet,False
user_503,2024-08-09 21:41:23.634953,otp,True,210.254.90.188,London,desktop,False
user_601,2024-07-18 21:41:23.634965,password,True,97.115.129.181,Paris,desktop,False
user_887,2024-07-15 21:41:23.634977,password,True,122.130.122.100,Berlin,tablet,False
user_477,2024-08-07 21:41:23.634991,biometric,True,53.143.237.252,San Francisco,mobile,False
user_37,2024-08-04 21:41:23.635003,password,True,233.219.76.182,Berlin,tablet,False
user_161,2024-08-05 21:41:23.635013,otp,True,138.186.190.90,London,mobile,False
user_836,2024-07-13 21:41:23.635025,otp,True,120.224.209.165,Berlin,tablet,False
user_300,2024-07-21 21:41:23.635035,biometric,True,32.113.63.107,London,tablet,False
user_235,2024-08-02 21:41:23.635046,biometric,True,63.67.60.73,Paris,tablet,False
user_519,2024-07-12 21:41:23.635057,biometric,True,186.219.217.32,Paris,mobile,False
user_84,2024-07-25 21:41:23.635068,biometric,False,255.28.109.175,Paris,mobile,True
user_687,2024-07-21 21:41:23.635081,password,True,158.83.36.9,Berlin,tablet,False
user_641,2024-07-14 21:41:23.635092,password,True,4.122.5.161,Paris,tablet,False
user_777,2024-07-13 21:41:23.635104,otp,True,47.62.240.11,San Francisco,desktop,False
user_710,2024-08-03 21:41:23.635116,otp,True,49.89.41.82,Berlin,desktop,False
user_236,2024-07-12 21:41:23.635128,otp,True,147.144.151.197,London,tablet,False
user_716,2024-07-24 21:41:23.635140,password,True,18.96.60.225,Berlin,tablet,False
user_607,2024-07-29 21:41:23.635151,biometric,True,85.99.136.220,London,mobile,False
user_564,2024-08-10 21:41:23.635162,otp,True,68.161.145.236,San Francisco,tablet,False
user_190,2024-07-21 21:41:23.635173,otp,True,53.122.45.199,New York,desktop,False
user_280,2024-07-21 21:41:23.635186,otp,True,5.215.143.156,Paris,desktop,False
user_385,2024-07-25 21:41:23.635197,biometric,False,238.23.33.227,San Francisco,tablet,True
user_809,2024-08-10 21:41:23.635213,biometric,True,83.3.25.190,Paris,tablet,False
user_32,2024-07-27 21:41:23.635225,otp,True,149.107.86.78,London,mobile,False
user_444,2024-07-27 21:41:23.635237,password,False,247.175.90.101,Berlin,desktop,True
user_579,2024-08-09 21:41:23.635249,biometric,True,118.20.53.202,London,desktop,False
user_807,2024-08-07 21:41:23.635260,biometric,True,11.99.13.251,Berlin,mobile,False
user_918,2024-07-30 21:41:23.635272,otp,True,67.6.224.30,New York,desktop,False
user_987,2024-08-02 21:41:23.635284,otp,True,180.156.197.167,Berlin,mobile,False
user_629,2024-07-29 21:41:23.635296,biometric,True,88.125.217.78,Paris,tablet,False
user_330,2024-07-26 21:41:23.635307,biometric,True,170.232.213.241,London,desktop,False
user_286,2024-07-18 21:41:23.635317,password,False,185.188.239.155,New York,desktop,True
user_207,2024-07-13 21:41:23.635328,otp,True,138.175.208.92,New York,mobile,False
user_286,2024-07-12 21:41:23.635339,otp,True,195.195.241.158,Berlin,mobile,False
user_113,2024-08-08 21:41:23.635349,password,True,68.41.174.206,San Francisco,mobile,False
user_471,2024-08-10 21:41:23.635361,password,True,23.88.186.145,London,desktop,False
user_251,2024-08-03 21:41:23.635373,biometric,False,98.8.132.139,San Francisco,desktop,True
user_391,2024-08-04 21:41:23.635391,otp,True,203.171.36.4,Paris,tablet,False
user_220,2024-07-24 21:41:23.635402,otp,True,129.236.198.200,Berlin,desktop,False
user_425,2024-07-23 21:41:23.635413,otp,True,104.98.214.51,Berlin,desktop,False
user_30,2024-08-09 21:41:23.635424,otp,True,210.123.218.16,New York,desktop,False
user_373,2024-08-06 21:41:23.635435,biometric,True,73.71.138.137,San Francisco,mobile,False
user_947,2024-08-02 21:41:23.635446,biometric,True,137.39.128.38,San Francisco,desktop,False
user_309,2024-07-29 21:41:23.635458,password,True,97.30.143.69,San Francisco,desktop,False
user_686,2024-07-17 21:41:23.635469,password,True,110.44.236.64,London,tablet,False
user_397,2024-08-11 21:41:23.635481,otp,True,221.213.186.199,New York,tablet,False
user_763,2024-07-21 21:41:23.635495,password,True,8.223.47.175,Berlin,desktop,False
user_464,2024-07-14 21:41:23.635507,biometric,True,86.78.16.57,San Francisco,mobile,False
user_479,2024-07-21 21:41:23.635522,otp,False,139.187.186.252,Paris,desktop,True
user_561,2024-07-18 21:41:23.635537,password,True,40.129.145.139,New York,desktop,False
user_775,2024-07-14 21:41:23.635549,otp,True,165.253.29.64,Berlin,mobile,False
user_418,2024-08-01 21:41:23.635560,otp,True,180.38.110.27,New York,tablet,False
user_165,2024-08-01 21:41:23.635571,password,True,111.102.151.223,New York,tablet,False
user_744,2024-07-24 21:41:23.635582,biometric,True,91.5.193.213,New York,desktop,False
user_104,2024-07-18 21:41:23.635594,biometric,True,109.160.179.122,Paris,mobile,False
user_90,2024-07-15 21:41:23.635605,password,True,58.34.66.195,New York,mobile,False
user_806,2024-08-11 21:41:23.635618,password,False,252.224.134.163,London,desktop,True
user_784,2024-08-09 21:41:23.635634,password,False,34.226.195.136,San Francisco,desktop,True
user_774,2024-07-19 21:41:23.635645,biometric,True,147.25.221.66,Berlin,tablet,False
user_470,2024-08-05 21:41:23.635656,biometric,False,35.71.44.29,Berlin,mobile,True
user_512,2024-07-13 21:41:23.635672,biometric,True,206.35.238.100,Berlin,tablet,False
user_400,2024-07-24 21:41:23.635684,otp,True,225.8.126.156,San Francisco,mobile,False
user_432,2024-08-06 21:41:23.635696,otp,True,179.140.47.220,London,mobile,False
user_8,2024-08-11 21:41:23.635708,otp,True,78.45.109.138,Berlin,desktop,False
user_2,2024-07-27 21:41:23.635720,biometric,True,173.220.49.94,New York,mobile,False
user_40,2024-07-30 21:41:23.635732,otp,True,197.240.5.106,Berlin,mobile,False
user_188,2024-08-01 21:41:23.635743,password,False,121.117.180.189,Paris,mobile,True
user_729,2024-07-16 21:41:23.635760,biometric,True,56.175.202.129,Paris,mobile,False
user_376,2024-07-22 21:41:23.635772,otp,True,85.144.147.85,Berlin,desktop,False
user_461,2024-08-08 21:41:23.635784,otp,True,242.129.207.255,New York,mobile,False
user_432,2024-07-17 21:41:23.635795,biometric,True,59.142.9.85,Berlin,desktop,False
user_229,2024-07-20 21:41:23.635807,password,True,233.49.206.8,Paris,mobile,False
user_566,2024-08-04 21:41:23.635865,otp,True,134.116.251.48,Berlin,tablet,False
user_984,2024-07-15 21:41:23.635880,password,True,110.97.164.230,London,mobile,False
user_59,2024-08-05 21:41:23.635892,biometric,True,196.153.112.85,Paris,mobile,False
user_263,2024-07-30 21:41:23.635906,biometric,True,100.148.184.163,San Francisco,mobile,False
user_747,2024-07-17 21:41:23.635917,biometric,True,5.99.167.70,New York,mobile,False
user_446,2024-08-01 21:41:23.635929,password,True,33.184.241.239,London,tablet,False
user_34,2024-07-24 21:41:23.635942,password,True,240.107.247.162,London,desktop,False
user_876,2024-07-27 21:41:23.635954,otp,True,64.93.86.100,Berlin,tablet,False
user_597,2024-08-10 21:41:23.635965,biometric,True,106.226.21.244,New York,desktop,False
user_378,2024-08-09 21:41:23.635977,otp,True,6.230.96.1,Paris,desktop,False
user_122,2024-07-23 21:41:23.635989,otp,False,134.108.51.201,New York,desktop,True
user_285,2024-07-26 21:41:23.636001,otp,True,35.109.95.66,Paris,mobile,False
user_483,2024-07-16 21:41:23.636013,password,True,148.8.208.175,New York,tablet,False
user_122,2024-07-17 21:41:23.636026,password,True,249.255.126.248,Paris,tablet,False
user_704,2024-07-29 21:41:23.636037,biometric,True,102.245.226.211,Paris,mobile,False
user_998,2024-07-27 21:41:23.636048,biometric,True,31.11.66.97,New York,desktop,False
user_657,2024-07-26 21:41:23.636062,biometric,True,123.180.162.232,Paris,mobile,False
user_374,2024-07-24 21:41:23.636074,otp,True,72.100.131.23,Berlin,desktop,False
user_441,2024-08-06 21:41:23.636087,biometric,True,190.54.197.182,Berlin,mobile,False
user_189,2024-07-18 21:41:23.636098,biometric,True,162.173.127.189,Paris,mobile,False
user_64,2024-07-29 21:41:23.636109,otp,False,102.139.131.205,Berlin,mobile,True
user_934,2024-08-08 21:41:23.636120,password,True,176.15.76.198,San Francisco,tablet,False
user_899,2024-07-21 21:41:23.636132,password,True,194.206.229.89,London,desktop,False
user_674,2024-07-20 21:41:23.636143,otp,True,228.26.248.89,New York,desktop,False
user_862,2024-07-20 21:41:23.636155,biometric,False,98.94.224.5,London,tablet,True
user_81,2024-07-19 21:41:23.636170,password,True,177.174.105.83,Berlin,desktop,False
user_71,2024-07-29 21:41:23.636181,password,True,160.192.251.48,Berlin,desktop,False
user_65,2024-07-21 21:41:23.636192,biometric,True,240.65.253.13,San Francisco,mobile,False
user_60,2024-07-30 21:41:23.636204,otp,True,58.21.21.124,New York,desktop,False
user_492,2024-07-22 21:41:23.636217,biometric,True,38.74.223.104,Paris,mobile,False
user_204,2024-07-31 21:41:23.636228,biometric,True,25.183.38.196,Paris,mobile,False
user_866,2024-08-02 21:41:23.636240,otp,True,110.188.21.98,New York,tablet,False
user_846,2024-07-31 21:41:23.636252,otp,True,221.144.43.37,Paris,tablet,False
user_504,2024-07-12 21:41:23.636264,biometric,True,159.114.33.49,New York,desktop,False
user_506,2024-08-05 21:41:23.636277,otp,True,33.173.66.234,London,desktop,False
user_633,2024-08-06 21:41:23.636288,password,True,68.232.231.152,San Francisco,desktop,False
user_226,2024-07-14 21:41:23.636299,password,False,230.144.195.94,London,tablet,True
user_836,2024-08-11 21:41:23.636311,password,True,167.149.223.15,Paris,desktop,False
user_224,2024-07-24 21:41:23.636325,otp,True,182.35.38.128,London,mobile,False
user_567,2024-07-13 21:41:23.636337,biometric,True,132.100.117.196,Berlin,mobile,False
user_553,2024-07-16 21:41:23.636348,otp,True,125.215.12.76,Berlin,tablet,False
user_1,2024-08-07 21:41:23.636359,biometric,True,43.148.159.69,New York,mobile,False
user_85,2024-08-07 21:41:23.636371,password,True,23.83.226.77,New York,desktop,False
user_518,2024-08-07 21:41:23.636382,password,True,121.175.63.152,London,desktop,False
user_747,2024-07-21 21:41:23.636393,password,True,76.97.244.57,Paris,mobile,False
user_789,2024-07-13 21:41:23.636403,password,True,185.76.171.232,New York,desktop,False
user_172,2024-07-24 21:41:23.636414,biometric,True,167.247.84.83,Paris,desktop,False
user_547,2024-07-15 21:41:23.636425,biometric,False,117.189.228.100,Berlin,mobile,True
user_24,2024-08-06 21:41:23.636436,biometric,True,153.102.29.196,New York,desktop,False
user_712,2024-07-29 21:41:23.636450,biometric,True,206.106.153.60,Berlin,desktop,False
user_681,2024-07-18 21:41:23.636461,password,True,34.129.104.62,London,desktop,False
user_49,2024-07-31 21:41:23.636472,password,True,5.120.133.211,San Francisco,desktop,False
user_698,2024-08-10 21:41:23.636483,biometric,True,157.78.103.139,Berlin,desktop,False
user_553,2024-07-28 21:41:23.636496,otp,True,65.218.55.48,Paris,mobile,False
user_556,2024-07-12 21:41:23.636507,otp,True,225.119.178.161,San Francisco,desktop,False
user_872,2024-08-07 21:41:23.636518,biometric,True,23.28.25.69,New York,tablet,False
user_307,2024-07-24 21:41:23.636530,biometric,True,183.66.23.50,Berlin,desktop,False
user_814,2024-07-31 21:41:23.636540,password,True,87.10.158.112,Paris,tablet,False
user_26,2024-08-09 21:41:23.636552,otp,False,98.132.144.143,San Francisco,desktop,True
user_573,2024-07-18 21:41:23.636569,password,True,91.132.15.56,New York,mobile,False
user_320,2024-08-03 21:41:23.636581,password,True,37.219.65.151,London,desktop,False
user_833,2024-07-24 21:41:23.636593,password,False,73.209.154.108,Paris,mobile,True
user_899,2024-07-12 21:41:23.636604,password,True,14.222.231.34,New York,desktop,False
user_902,2024-07-13 21:41:23.636615,biometric,True,89.175.153.68,New York,tablet,False
user_610,2024-07-22 21:41:23.636626,biometric,True,75.30.173.40,New York,mobile,False
user_464,2024-08-08 21:41:23.636637,biometric,True,93.54.251.27,Berlin,desktop,False
user_254,2024-07-25 21:41:23.636648,password,False,149.213.118.182,New York,desktop,True
user_927,2024-07-24 21:41:23.636663,password,True,212.199.66.220,Paris,mobile,False
user_16,2024-07-28 21:41:23.636676,otp,True,18.57.38.215,San Francisco,desktop,False
user_618,2024-08-03 21:41:23.636688,otp,True,15.80.74.101,Paris,desktop,False
user_606,2024-08-03 21:41:23.636701,otp,True,86.147.117.53,Berlin,desktop,False
user_504,2024-07-12 21:41:23.636712,otp,True,15.175.99.45,London,tablet,False
user_422,2024-07-25 21:41:23.636723,otp,True,39.122.217.123,Paris,tablet,False
user_905,2024-08-03 21:41:23.636734,password,True,24.143.122.3,Paris,desktop,False
user_512,2024-07-14 21:41:23.636746,biometric,True,125.134.213.196,Berlin,mobile,False
user_62,2024-07-30 21:41:23.636757,password,False,241.117.71.209,Paris,tablet,True
user_854,2024-08-01 21:41:23.636769,password,True,137.2.26.181,Paris,tablet,False
user_395,2024-07-22 21:41:23.636781,otp,True,72.189.89.108,San Francisco,tablet,False
user_137,2024-07-26 21:41:23.636793,biometric,True,129.150.232.31,New York,tablet,False
user_107,2024-07-23 21:41:23.636805,otp,False,219.135.200.44,New York,mobile,True
user_480,2024-07-14 21:41:23.636822,password,True,22.21.31.93,San Francisco,tablet,False
user_956,2024-07-16 21:41:23.636834,biometric,True,7.193.132.56,San Francisco,desktop,False
user_307,2024-07-22 21:41:23.636845,biometric,True,37.253.118.88,Paris,desktop,False
user_286,2024-07-27 21:41:23.636857,otp,True,13.250.171.68,San Francisco,desktop,False
user_224,2024-07-18 21:41:23.636867,otp,True,104.16.248.156,New York,tablet,False
user_692,2024-07-14 21:41:23.636878,password,True,233.168.169.228,New York,tablet,False
user_295,2024-07-19 21:41:23.636889,password,True,151.35.161.252,London,mobile,False
user_854,2024-08-04 21:41:23.636899,otp,False,254.247.231.48,New York,mobile,True
user_99,2024-07-16 21:41:23.636909,password,True,110.133.62.63,New York,mobile,False
user_588,2024-08-06 21:41:23.636920,password,True,32.196.116.222,San Francisco,mobile,False
user_928,2024-07-14 21:41:23.636932,password,True,111.94.149.70,San Francisco,mobile,False
user_568,2024-07-14 21:41:23.636944,biometric,True,48.44.99.214,London,tablet,False
user_920,2024-07-19 21:41:23.636954,otp,True,90.33.40.44,New York,tablet,False
user_683,2024-08-06 21:41:23.636967,otp,True,225.193.113.203,Paris,desktop,False
user_729,2024-08-07 21:41:23.636978,password,True,206.146.226.142,Berlin,tablet,False
user_644,2024-07-24 21:41:23.636989,password,True,76.241.204.74,Berlin,tablet,False
user_513,2024-08-11 21:41:23.637000,biometric,True,215.115.139.175,Paris,tablet,False
user_791,2024-07-27 21:41:23.637011,biometric,True,3.113.19.112,Paris,desktop,False
user_197,2024-07-21 21:41:23.637022,password,False,177.165.161.95,London,mobile,True
user_882,2024-07-30 21:41:23.637034,password,True,50.104.26.99,San Francisco,mobile,False
user_706,2024-08-10 21:41:23.637045,password,True,31.168.198.98,London,tablet,False
user_848,2024-08-09 21:41:23.637056,biometric,False,224.223.147.224,San Francisco,tablet,True
user_923,2024-07-27 21:41:23.637074,password,True,192.17.124.47,Berlin,mobile,False
user_801,2024-08-05 21:41:23.637085,password,False,52.51.118.248,San Francisco,desktop,True
user_528,2024-08-03 21:41:23.637097,otp,True,16.164.167.170,London,desktop,False
user_493,2024-07-28 21:41:23.637108,otp,False,102.145.19.215,Berlin,mobile,True
user_270,2024-08-03 21:41:23.637119,otp,True,142.97.208.148,New York,desktop,False
user_438,2024-08-07 21:41:23.637131,password,True,240.38.236.245,London,tablet,False
user_977,2024-07-25 21:41:23.637143,biometric,True,227.150.104.2,London,mobile,False
user_836,2024-07-21 21:41:23.637155,otp,False,26.203.25.190,Paris,desktop,True
user_467,2024-07-24 21:41:23.637167,otp,True,43.94.230.88,San Francisco,tablet,False
user_22,2024-08-07 21:41:23.637179,biometric,True,41.181.119.36,Paris,tablet,False
user_15,2024-07-16 21:41:23.637190,password,True,165.2.245.132,Paris,mobile,False
user_440,2024-07-31 21:41:23.637202,otp,True,17.134.9.97,San Francisco,tablet,False
user_872,2024-07-27 21:41:23.637214,otp,True,54.12.96.237,Paris,mobile,False
user_944,2024-07-29 21:41:23.637225,biometric,False,201.202.145.231,London,desktop,True
user_799,2024-08-05 21:41:23.637236,otp,True,6.154.43.143,Paris,mobile,False
user_825,2024-07-19 21:41:23.637248,biometric,True,232.125.113.116,Berlin,tablet,False
user_533,2024-08-06 21:41:23.637259,password,True,61.148.3.91,London,desktop,False
user_811,2024-08-09 21:41:23.637270,otp,True,44.5.213.152,Paris,tablet,False
user_610,2024-08-10 21:41:23.637281,biometric,True,101.195.218.67,Berlin,tablet,False
user_268,2024-07-26 21:41:23.637292,password,True,230.89.48.134,San Francisco,desktop,False
user_857,2024-07-21 21:41:23.637303,password,True,36.14.167.42,London,desktop,False
user_682,2024-07-20 21:41:23.637316,otp,True,154.156.216.116,Paris,tablet,False
user_245,2024-08-01 21:41:23.637328,biometric,False,17.224.39.4,New York,desktop,True
user_720,2024-08-07 21:41:23.637340,password,True,248.78.196.152,London,desktop,False
user_294,2024-08-07 21:41:23.637352,password,True,44.171.75.195,New York,tablet,False
user_44,2024-08-05 21:41:23.637364,password,True,90.205.8.123,London,desktop,False
user_445,2024-07-15 21:41:23.637375,otp,True,16.47.98.102,San Francisco,desktop,False
user_740,2024-08-06 21:41:23.637386,otp,True,26.25.227.253,Berlin,mobile,False
user_244,2024-07-31 21:41:23.637397,password,True,1.142.69.227,New York,tablet,False
